"B17021_001E","B17021_001M","B17021_002E","B17021_002M","B17021_003E","B17021_003M","B17021_004E","B17021_004M","B17021_005E","B17021_005M","B17021_006E","B17021_006M","B17021_007E","B17021_007M","B17021_008E","B17021_008M","B17021_009E","B17021_009M","B17021_010E","B17021_010M","B17021_011E","B17021_011M","B17021_012E","B17021_012M","B17021_013E","B17021_013M","B17021_014E","B17021_014M","B17021_015E","B17021_015M","B17021_016E","B17021_016M","B17021_017E","B17021_017M","B17021_018E","B17021_018M","B17021_019E","B17021_019M","B17021_020E","B17021_020M","B17021_021E","B17021_021M","B17021_022E","B17021_022M","B17021_023E","B17021_023M","B17021_024E","B17021_024M","B17021_025E","B17021_025M","B17021_026E","B17021_026M","B17021_027E","B17021_027M","B17021_028E","B17021_028M","B17021_029E","B17021_029M","B17021_030E","B17021_030M","B17021_031E","B17021_031M","B17021_032E","B17021_032M","B17021_033E","B17021_033M","B17021_034E","B17021_034M","B17021_035E","B17021_035M","GEO_ID","NAME"
"2004","664","364","281","27","31","14","21","14","21","0","13","13","23","13","23","0","13","13","23","0","13","0","13","0","13","337","280","64","48","31","26","33","39","273","264","1640","567","953","413","481","325","457","319","24","37","472","338","190","188","190","188","0","13","282","382","282","382","0","13","687","411","367","176","189","93","178","166","320","265","1500000US060855016011","Block Group 1, Census Tract 5016.01, Santa Clara County, California"
"2177","506","574","251","89","127","0","13","0","13","0","13","89","127","15","25","0","13","15","25","74","124","74","124","0","13","485","229","146","84","42","50","104","69","339","186","1603","476","1183","451","564","360","564","360","0","13","619","245","432","325","343","265","89","72","187","209","157","212","30","50","420","219","179","87","60","43","119","75","241","166","1500000US060855016012","Block Group 2, Census Tract 5016.01, Santa Clara County, California"
"797","422","349","344","246","335","0","13","0","13","0","13","246","335","0","13","0","13","0","13","246","335","246","335","0","13","103","127","36","43","0","13","36","43","67","85","448","227","344","239","180","168","180","168","0","13","164","225","0","13","0","13","0","13","164","225","140","192","24","34","104","75","24","35","0","13","24","35","80","51","1500000US060855016021","Block Group 1, Census Tract 5016.02, Santa Clara County, California"
"1252","784","275","300","188","290","0","13","0","13","0","13","188","290","188","290","0","13","188","290","0","13","0","13","0","13","87","100","47","75","47","75","0","13","40","66","977","592","544","444","121","191","121","191","0","13","423","393","326","384","191","194","135","208","97","160","97","160","0","13","433","403","161","117","82","84","79","83","272","315","1500000US060855016022","Block Group 2, Census Tract 5016.02, Santa Clara County, California"
"1657","476","498","270","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","498","270","169","93","90","79","79","70","329","252","1159","382","478","266","78","104","78","104","0","13","400","265","162","200","115","142","47","58","238","164","217","145","21","35","681","295","322","129","146","90","176","98","359","224","1500000US060855016023","Block Group 3, Census Tract 5016.02, Santa Clara County, California"
"696","226","141","119","68","107","0","13","0","13","0","13","68","107","0","13","0","13","0","13","68","107","68","107","0","13","73","49","47","45","47","45","0","13","26","33","555","202","253","139","236","138","236","138","0","13","17","37","0","13","0","13","0","13","17","37","17","37","0","13","302","140","182","75","76","48","106","63","120","80","1500000US060855017001","Block Group 1, Census Tract 5017, Santa Clara County, California"
"931","362","100","112","92","111","50","85","50","85","0","13","42","69","0","13","0","13","0","13","42","69","42","69","0","13","8","11","0","13","0","13","0","13","8","11","831","354","826","354","277","231","277","231","0","13","549","365","180","199","158","172","22","33","369","331","369","331","0","13","5","9","5","9","0","13","5","9","0","13","1500000US060855017002","Block Group 2, Census Tract 5017, Santa Clara County, California"
"2037","591","271","165","172","150","72","114","72","114","0","13","100","94","20","31","0","13","20","31","80","89","80","89","0","13","99","78","60","57","46","51","14","23","39","42","1766","577","1238","511","875","449","875","449","0","13","363","277","220","258","149","168","71","108","143","120","115","102","28","33","528","286","139","74","62","58","77","48","389","244","1500000US060855017003","Block Group 3, Census Tract 5017, Santa Clara County, California"
"1089","414","117","132","77","130","77","130","77","130","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","40","36","15","24","15","24","0","13","25","25","972","420","907","429","475","267","475","267","0","13","432","334","0","13","0","13","0","13","432","334","400","302","32","51","65","44","58","43","52","41","6","10","7","13","1500000US060855017004","Block Group 4, Census Tract 5017, Santa Clara County, California"
"1442","390","129","149","120","148","93","153","93","153","0","13","27","28","27","28","0","13","27","28","0","13","0","13","0","13","9","14","0","13","0","13","0","13","9","14","1313","386","959","305","734","292","734","292","0","13","225","152","122","128","122","128","0","13","103","84","103","84","0","13","354","320","306","311","269","308","37","40","48","47","1500000US060855018001","Block Group 1, Census Tract 5018, Santa Clara County, California"
"1329","359","27","43","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","43","12","19","0","13","12","19","15","24","1302","366","1088","374","866","363","849","350","17","28","222","193","36","53","36","53","0","13","186","188","176","184","10","16","214","131","134","80","65","53","69","64","80","62","1500000US060855018002","Block Group 2, Census Tract 5018, Santa Clara County, California"
"946","217","10","16","10","16","0","13","0","13","0","13","10","16","0","13","0","13","0","13","10","16","0","13","10","16","0","13","0","13","0","13","0","13","0","13","936","214","768","211","670","214","670","214","0","13","98","87","35","61","23","42","12","20","63","57","63","57","0","13","168","88","114","58","61","46","53","38","54","39","1500000US060855018003","Block Group 3, Census Tract 5018, Santa Clara County, California"
"1217","321","74","80","41","63","0","13","0","13","0","13","41","63","41","63","0","13","41","63","0","13","0","13","0","13","33","43","24","40","24","40","0","13","9","14","1143","283","993","298","593","221","593","221","0","13","400","227","203","193","203","193","0","13","197","134","197","134","0","13","150","72","114","53","72","48","42","33","36","31","1500000US060855018004","Block Group 4, Census Tract 5018, Santa Clara County, California"
"2196","465","145","102","51","82","51","82","0","13","51","82","0","13","0","13","0","13","0","13","0","13","0","13","0","13","94","74","58","64","58","64","0","13","36","41","2051","449","1381","445","1154","396","1154","396","0","13","227","207","204","210","134","137","70","73","23","42","23","42","0","13","670","252","455","97","368","100","87","64","215","206","1500000US060855019011","Block Group 1, Census Tract 5019.01, Santa Clara County, California"
"1838","626","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1838","626","1038","607","951","605","951","605","0","13","87","103","0","13","0","13","0","13","87","103","71","87","16","26","800","257","537","184","356","179","181","97","263","136","1500000US060855019021","Block Group 1, Census Tract 5019.02, Santa Clara County, California"
"1398","336","35","35","33","34","0","13","0","13","0","13","33","34","0","13","0","13","0","13","33","34","0","13","33","34","2","3","0","13","0","13","0","13","2","3","1363","328","833","334","534","259","534","259","0","13","299","203","0","13","0","13","0","13","299","203","299","203","0","13","530","163","491","137","460","136","31","52","39","62","1500000US060855019022","Block Group 2, Census Tract 5019.02, Santa Clara County, California"
"1187","391","183","201","138","200","129","200","129","200","0","13","9","14","0","13","0","13","0","13","9","14","0","13","9","14","45","45","9","13","9","13","0","13","36","43","1004","373","810","375","526","337","526","337","0","13","284","246","212","242","212","242","0","13","72","62","59","51","13","17","194","119","134","70","72","47","62","54","60","58","1500000US060855020011","Block Group 1, Census Tract 5020.01, Santa Clara County, California"
"889","304","78","62","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","78","62","67","61","67","61","0","13","11","15","811","298","510","232","405","214","405","214","0","13","105","128","105","128","80","93","25","39","0","13","0","13","0","13","301","211","170","87","86","44","84","74","131","133","1500000US060855020012","Block Group 2, Census Tract 5020.01, Santa Clara County, California"
"1302","445","6","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","6","10","6","10","0","13","0","13","1296","444","1153","447","1036","464","1005","453","31","47","117","103","26","40","20","31","6","9","91","95","91","95","0","13","143","76","122","64","108","61","14","18","21","27","1500000US060855020013","Block Group 3, Census Tract 5020.01, Santa Clara County, California"
"1704","535","62","48","5","8","0","13","0","13","0","13","5","8","0","13","0","13","0","13","5","8","0","13","5","8","57","47","57","47","57","47","0","13","0","13","1642","542","1389","549","1187","524","1187","524","0","13","202","186","0","13","0","13","0","13","202","186","191","180","11","16","253","138","182","72","142","64","40","41","71","91","1500000US060855020014","Block Group 4, Census Tract 5020.01, Santa Clara County, California"
